,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
0,1,2.5378577999999834,stay,0.6108562999997957,86,86,86
1,1,6.923646399998688,stay,0.4797548000005918,81,167,167
2,1,11.577933499998835,leave,0.46774399999958405,0,167,167
3,2,18.47993569999926,stay,0.7530044000013731,95,95,262
4,2,21.34172369999942,stay,0.6477778999997099,76,171,338
5,2,24.057756499998504,leave,0.6143324999993638,0,171,338
6,3,29.92818779999834,stay,0.3184547000000748,90,90,428
7,3,32.95221369999854,stay,0.7255075000011857,76,166,504
8,3,37.338098599999284,leave,0.5112961000013456,0,166,504
9,4,43.16378110000005,stay,0.4207107000001997,85,85,589
10,4,45.62566379999953,stay,0.3492220999996789,82,167,671
11,4,48.30788779999966,stay,0.5320938999993814,65,232,736
12,4,52.015594799999235,leave,0.6062325999992026,0,232,736
13,5,57.28982409999844,stay,0.5138743000006798,85,85,821
14,5,59.793577399999776,stay,0.43415670000104,78,163,899
15,5,63.640099099999134,leave,0.6472126999997272,0,163,899
16,6,70.11768789999951,stay,0.44169439999859605,91,91,990
17,6,72.61610289999953,stay,0.45704310000110127,75,166,1065
18,6,76.76219139999921,leave,0.619699100001526,0,166,1065
19,7,82.15225479999935,stay,0.6099914999995235,98,98,1163
20,7,84.57432749999862,stay,0.5818776000014623,83,181,1246
21,7,87.85608569999931,leave,0.41376839999975346,0,181,1246
22,8,93.16590169999836,stay,0.4572301999996853,91,91,1337
23,8,95.74590369999896,stay,0.5034976000006282,77,168,1414
24,8,98.52579779999905,stay,0.4339865000001737,68,236,1482
25,8,101.48369029999958,leave,0.5418231000003289,0,236,1482
26,9,106.47986919999857,stay,0.42156989999966754,99,99,1581
27,9,109.08207299999958,stay,0.5572071999995387,85,184,1666
28,9,112.07180519999929,leave,0.46312399999987974,0,184,1666
29,10,117.8638074999999,leave,0.9552459000005911,0,0,1666
30,11,123.01799269999901,stay,0.5786986999992223,95,95,1761
31,11,125.60013209999852,stay,0.8243470000015805,85,180,1846
32,11,128.6399253999989,leave,0.39878959999987273,0,180,1846
33,12,133.93381549999867,stay,0.7595318999992742,100,100,1946
34,12,136.2377562999991,stay,0.49674079999931564,84,184,2030
35,12,138.59632799999963,stay,0.5551503000006051,70,254,2100
36,12,142.11607869999898,leave,0.7917042000008223,0,254,2100
37,13,147.39998169999853,stay,0.5589732999997068,91,91,2191
38,13,149.8221212999997,stay,0.44775920000029146,82,173,2273
39,13,152.16374989999895,leave,0.43924669999978505,0,173,2273
40,14,157.04581639999924,stay,0.4552096999996138,87,87,2360
41,14,159.5102457999983,stay,0.4527397999991081,85,172,2445
42,14,161.9057813999989,leave,0.4314308000011806,0,172,2445
43,15,166.79168159999972,stay,0.3343174999990879,97,97,2542
44,15,169.50218249999853,stay,0.47771800000009534,75,172,2617
45,15,172.12808369999948,leave,0.5374964999991789,0,172,2617
46,16,177.14830429999893,stay,0.4793433000013465,97,97,2714
47,16,180.0900658999999,stay,0.5996820999989723,80,177,2794
48,16,182.76383109999915,leave,0.6898834000003262,0,177,2794
49,17,188.62371679999887,stay,0.8004892999997537,94,94,2888
50,17,191.28998479999973,stay,0.666541500000676,80,174,2968
51,17,194.14783969999917,leave,0.7576134000009915,0,174,2968
52,18,199.34416559999954,stay,0.5043629000010696,95,95,3063
53,18,201.90559219999886,stay,0.4321089999994001,83,178,3146
54,18,204.64187199999833,leave,0.401935500000036,0,178,3146
55,19,209.89410899999893,stay,0.7737013999994815,100,100,3246
56,19,212.25604779999958,stay,0.4325403999991977,83,183,3329
57,19,215.0760438999987,leave,0.5200189000006503,0,183,3329
58,20,220.39021539999885,stay,0.6007144000013795,95,95,3424
59,20,223.03189069999826,leave,0.6590236000010918,0,95,3424
60,21,228.3261378999996,stay,0.5199109999994107,89,89,3513
61,21,230.5761066999985,stay,0.5698525000007066,75,164,3588
62,21,233.3622894,leave,0.8229006000001391,0,164,3588
63,22,238.71043089999876,stay,0.5713598000002094,99,99,3687
64,22,241.20834379999906,stay,0.3858409999993455,85,184,3772
65,22,243.67630389999977,leave,0.6034472000010282,0,184,3772
66,23,248.96633309999925,stay,0.6297692999996798,99,99,3871
67,23,251.2538603999983,stay,0.5648319000010815,80,179,3951
68,23,254.95789839999998,leave,0.3855027000008704,0,179,3951
69,24,260.2085713999986,stay,0.48624560000098427,86,86,4037
70,24,262.7799780999994,leave,0.5578789999999572,0,86,4037
71,25,268.1160618999984,stay,0.4940937000010308,96,96,4133
72,25,270.5825970999995,stay,0.39347579999957816,75,171,4208
73,25,273.4861480999989,leave,0.6637389000006806,0,171,4208
74,26,278.49590979999994,stay,0.49555470000086643,88,88,4296
75,26,281.20411649999915,leave,0.465632800000094,0,88,4296
76,27,286.2217667999994,stay,0.4500912999992579,90,90,4386
77,27,288.8401457,stay,0.48538920000100916,76,166,4462
78,27,291.2318062999984,leave,0.593630999999732,0,166,4462
79,28,296.7517571999997,stay,0.9473453000009613,90,90,4552
80,28,299.2422801999983,stay,0.47086490000037884,75,165,4627
