0.000000	0.000000	0.000000	0.000000	1.645571	0.000086	0.687933	0.468457	0.158757	0.083414	0.011709	0.000000	0.000000	0.000000	0.007803	0.022089	0.000000	0.000001	0.000000	0.000454	0.000000	0.000001	0.000000	0.010860	0.000000	0.000907	0.000001	0.132961	0.792784	0.649006	0.003477	0.000557	0.000001	0.000000	0.000000	0.000020	0.000000	0.435187	0.000000	6.844844	0.000000	0.038268	0.000156	0.007895	0.000052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000161	0.000005	0.000158	0.000227	0.001032	0.318587	0.000000	0.000000	2.049041	0.514599	0.027886	0.000016	0.000482	0.000001	0.000252	3.980546	0.000000	0.000000	
0.000253	0.000096	0.000003	0.000001	1.811589	0.012317	0.802226	0.525825	0.191571	0.140618	0.015232	0.007004	0.005453	0.045100	0.032899	0.053016	0.000161	0.077085	0.002057	0.062561	0.000002	0.001158	0.004072	0.017585	0.020858	0.320877	0.002835	0.147173	0.772113	0.705554	0.012257	0.087668	0.000051	0.000001	0.005669	0.002431	0.002682	0.529298	0.000208	7.898342	0.000492	0.300446	0.003851	0.012135	0.020298	0.004163	0.000000	0.000000	0.038799	0.014586	0.033619	0.017322	0.017858	0.021054	0.052171	0.536750	0.045542	0.009562	2.427176	0.633909	0.116962	0.115623	0.016037	0.002226	0.003392	4.497887	0.000078	0.000003	
0.000816	0.000269	0.000010	0.000007	1.452462	0.020915	0.643575	0.415894	0.138878	0.179233	0.016512	0.010826	0.009041	0.071743	0.050803	0.049826	0.000514	0.122117	0.003022	0.103351	0.000003	0.001825	0.007060	0.019928	0.030206	0.519290	0.004614	0.112441	0.579526	0.557989	0.011114	0.144825	0.000076	0.000048	0.009265	0.003763	0.004082	0.421664	0.000827	5.833319	0.000498	0.490684	0.006272	0.015295	0.033371	0.006748	0.000016	0.000011	0.061607	0.024210	0.055089	0.028012	0.025077	0.030588	0.070992	0.528547	0.068524	0.015720	1.909037	0.521539	0.098812	0.184933	0.025545	0.003429	0.005593	3.376183	0.000350	0.000014	
0.001037	0.000330	0.000041	0.000031	0.946269	0.022305	0.488114	0.302609	0.022430	0.169718	0.014606	0.011315	0.009005	0.073993	0.051086	0.038979	0.000607	0.123537	0.002957	0.119650	0.000157	0.001860	0.012947	0.018558	0.030070	0.523508	0.005206	0.067377	0.298715	0.338165	0.008828	0.151796	0.000083	0.000106	0.009081	0.003644	0.004121	0.277334	0.000974	2.399505	0.000471	0.505314	0.006526	0.015314	0.035065	0.007234	0.000111	0.000052	0.064538	0.025102	0.057525	0.029242	0.024180	0.030234	0.068023	0.420747	0.070575	0.055122	1.059805	0.389061	0.070051	0.185668	0.025891	0.003585	0.005599	1.240789	0.000434	0.000017	
0.000971	0.000312	0.000042	0.000448	0.583893	0.027875	0.319165	0.200953	0.003309	0.111615	0.011108	0.009499	0.058221	0.052190	0.671859	0.029617	0.010618	0.143310	0.002155	0.418156	0.000114	0.001506	0.011658	0.015934	0.023063	0.372590	0.005262	0.046183	0.184926	0.221185	0.006636	0.178096	0.000075	0.000176	0.005129	0.002335	0.003612	0.175781	0.000856	1.610279	0.000350	0.369881	0.005888	0.013618	0.028344	0.006879	0.000084	0.000113	0.054354	0.021047	0.125956	0.025797	0.017799	0.023133	0.483961	0.261695	0.058851	0.049373	0.698743	0.265452	0.047400	0.129885	0.020001	0.004024	0.003333	2.504653	0.000405	0.000011	
0.006629	0.004518	0.000052	0.000597	0.341600	0.031640	0.211568	0.134901	0.003524	0.042732	0.008184	0.007527	0.060606	0.035261	1.110055	0.027715	0.015494	0.178333	0.001550	0.544534	0.001793	0.001174	0.016382	0.012630	0.017066	0.144734	0.004829	0.031585	0.125057	0.150544	0.005167	0.316150	0.000867	0.000195	0.004598	0.001432	0.003710	1.007653	0.001870	4.400023	0.002062	0.140101	0.004808	0.011107	0.018890	0.008159	0.000957	0.000132	0.041451	0.009077	0.092705	0.020528	0.012851	0.017053	0.793312	0.133264	0.044513	0.039912	1.286698	0.174543	0.032306	0.065931	0.480691	0.004392	0.001917	5.009274	0.000338	0.001850	
0.013002	0.011926	0.000056	0.000603	0.214714	0.046038	0.141677	0.091197	0.020097	0.132082	0.006065	0.005904	0.047883	0.063256	1.218793	0.071443	0.013752	0.179427	0.001132	0.490170	0.002202	0.000892	0.027349	0.009723	0.013089	0.231422	0.004379	0.021672	0.086046	0.103832	0.004806	0.342603	0.001058	0.000189	0.005283	0.001058	0.005247	1.412692	0.003598	5.133555	0.004260	0.134368	0.003781	0.008693	0.018162	0.011613	0.001167	0.000129	0.029635	0.030693	0.066366	0.015533	0.009661	0.012504	0.865107	0.120816	0.032725	0.036172	1.566045	0.113848	0.023671	0.167706	0.628029	0.005355	0.002756	5.635764	0.000268	0.003506	
0.016521	0.015205	0.000096	0.000596	0.148188	0.067121	0.095495	0.061934	0.018276	0.197453	0.004519	0.004503	0.034468	0.086379	0.937428	0.059674	0.010533	0.182617	0.000835	0.372965	0.002068	0.000668	0.025499	0.007583	0.010273	0.386981	0.003759	0.014993	0.059671	0.072013	0.004918	0.304550	0.000969	0.000177	0.004578	0.000994	0.006559	1.150341	0.004713	3.796979	0.005758	0.284100	0.002935	0.006644	0.026383	0.012862	0.001066	0.000129	0.020894	0.057137	0.052092	0.011435	0.007372	0.009136	0.654544	0.178974	0.025560	0.033519	1.215015	0.077646	0.021534	0.251489	0.484498	0.005768	0.002524	4.158225	0.000277	0.004157	
0.015946	0.014118	0.000120	0.000577	0.111642	0.070402	0.064490	0.042104	0.012511	0.194208	0.003388	0.003350	0.029184	0.085121	0.480677	0.041049	0.013517	0.164564	0.000992	0.257218	0.001758	0.000495	0.020666	0.005881	0.009199	0.396334	0.019094	0.010647	0.045469	0.051572	0.004663	0.254770	0.000788	0.000165	0.003470	0.000867	0.006331	0.738412	0.004600	1.066471	0.005780	0.307339	0.002263	0.004997	0.027424	0.011798	0.000876	0.000129	0.014914	0.061299	0.039667	0.008322	0.005582	0.006671	0.438242	0.183683	0.020572	0.025106	0.581536	0.053572	0.019220	0.249456	0.337972	0.005233	0.001820	1.713805	0.000474	0.003940	
0.011869	0.011446	0.000104	0.000502	1.112739	0.062738	0.094039	0.071735	1.301199	0.130662	0.002552	0.002490	0.020952	0.060047	0.250210	0.027434	0.009981	0.117087	0.000744	0.090881	0.001384	0.000367	0.014780	0.005396	0.006946	0.269912	0.020816	0.024783	0.047932	0.064826	0.003635	0.186479	0.000594	0.000274	0.003392	0.001338	0.005124	0.162016	0.003766	3.562073	0.004793	0.202234	0.001729	0.003736	0.022523	0.009580	0.000659	0.000116	0.010926	0.051129	0.039060	0.034314	0.004138	0.004947	0.308137	0.131497	0.015584	0.017430	1.012735	0.212313	0.015949	0.181847	0.222562	0.004252	0.048505	1.444174	0.000654	0.003266	
